,Unnamed: 0,기입날짜,별점,옵션,후기,sentiment,Unnamed: 6
108,108,23.04.10.,5,"삼각티백 종류 선택: 페퍼민트차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",커피대신으로 마시기 딱 좋아요~,1,
109,109,23.04.10.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",커피 대신으로 따뜻하게 마시기좋앙ᆢㄷ~,1,
110,110,23.04.10.,5,"삼각티백 종류 선택: 차가버섯차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",첫구매입니다 만족합니다,1,
111,111,23.04.10.,5,"삼각티백 종류 선택: 우엉차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",히비스커스랑 같이 주문했는데 우엉차첨 먹어보는데 고소하고 맛있습니다.좋아요^^,1,
112,112,23.04.10.,5,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",양도 넉넉하고 타제품에 비해 신맛은 덜하고 깔끔합니다.유통기한도 넉넉하네요~,1,
113,113,23.04.10.,5,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 50티백x2개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","커피대신 마시려고 구매했어요^^
운동할때필수입니다!",1,
114,114,23.04.10.,5,"삼각티백 종류 선택: 페퍼민트차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",좋아요 또 구매 예정입니다.,1,
115,115,23.04.10.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",좋아요 또 구매 예정입니다.,1,
116,116,23.04.10.,5,"삼각티백 종류 선택: 루이보스티 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",좋아요 또 구매 예정입니다.,1,
117,117,23.04.10.,5,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",좋아요 또 구매 예정입니다.,1,
118,118,23.04.10.,5,"삼각티백 종류 선택: 루이보스티 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",좋아요 또 구매 예정입니다.,1,
119,119,23.04.10.,5,"삼각티백 종류 선택: 페퍼민트차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",좋아요 또 구매 예정입니다.,1,
120,120,23.04.09.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 50티백x2개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",히비스커스가 좀 많이 시큼하긴 하지만 루이보스랑 같이 섞어 먹으니 좋네요~^^,1,
121,121,23.04.09.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",두번째주문 좋아요 굿굿굿,1,
122,122,23.04.09.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",부모님 이 좋아하세요,1,
123,123,23.04.09.,5,"삼각티백 종류 선택: 오미자차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",배송 빨라여어어어ㅎㅎ~~!!,1,
124,124,23.04.08.,5,"삼각티백 종류 선택: 로즈마리차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",차 맛있게 잘 먹고 있어요,1,
125,125,23.04.08.,5,"삼각티백 종류 선택: 배도라지차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",차 맛있게 잘 먹고 있어요,1,
126,126,23.04.08.,5,"삼각티백 종류 선택: 페퍼민트차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",너무 좋습니다  맛도 좋아요  배송도 빨랏어요,1,
127,127,23.04.08.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요",숙면에 도움이 되는것 같아요,1,
128,128,23.04.08.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 10티백X5개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",맛도있고 양도 넉넉해서 마음껏 먹을 수 있어요^^,1,
129,129,23.04.08.,5,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 10티백X5개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",가성비 좋아서 구매합니다,1,
130,130,23.04.08.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 50티백x2개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",아직 잘 먹고 있습니다,1,
131,131,23.04.08.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장적당해요맛 만족도맛있어요","가격대비 괜찮네요~
맛도 적당하구
테이크아웃  지퍼팩두주시고
다먹고 또구매할께요^^",1,
132,132,23.04.08.,5,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",배송빠르네요 잘받았어요,1,
133,133,23.04.08.,5,"삼각티백 종류 선택: 레몬밤차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",배송빠르네요 잘받았어요,1,
134,134,23.04.08.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","카페에서 먹어보고 검색의 검색을 하니 요거더라구요
너무맛있어용",1,
135,135,23.04.08.,5,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","카페에서 먹어보고 검색의 검색을 하니 요거더라구요
너무맛있어용",1,
136,136,23.04.08.,5,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",재구매했어요 만족해요,1,
137,137,23.04.08.,5,"삼각티백 종류 선택: 루이보스티 티백 / 삼각티백 구성 선택: 100티백
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",너무얇아서 떨어지긴하지만 괜찮아요,1,
138,138,23.04.07.,5,"삼각티백 종류 선택: 생강차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장적당해요맛 만족도맛있어요",사무실에 두고 마시고 있는데 건강에도 좋고 맛있다고들 하시네요!,1,
139,139,23.04.07.,5,"삼각티백 종류 선택: 루이보스티 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","저렴한 가격에 좋은 품질의 차 전문 쇼핑몰인것 같아요~
훌륭합니다",1,
140,140,23.04.06.,5,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 100티백
유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요",리뷰 보고 구매했습니다.,1,
141,141,23.04.06.,5,"삼각티백 종류 선택: 보이차 티백 / 삼각티백 구성 선택: 100티백
유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요",빠른 배송이 좋았습니다.,1,
142,142,23.04.06.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 10티백X5개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","종이 티백이 아닌 건 처음 봤는데, 굉장히 편리하네요

담백한 맛이 괜찮아요.

단지 제가 좋아하는 맛이 아니지만, 와이프는 좋다네요.
히비스커스나 루이보스보다 자주 구매 하지는 않겠지만, 간간히 구매 할 듯.",0,
143,143,23.04.06.,5,"삼각티백 종류 선택: 루이보스티 티백 / 삼각티백 구성 선택: 10티백X5개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","커피 대용으로 처음 먹어 보는데
고소한 맛이 좋네요. 
히비스커스랑 번갈아 가면서 자주 먹을 듯 해요",1,
144,144,23.04.06.,5,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 10티백X5개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","커피 대용으로 처음 먹어 보는데
새콤한 맛이 좋네요. 
루이보스랑 2가지는 번갈아 가면서 자주 먹을 듯 해요",1,
145,145,23.04.06.,5,"삼각티백 종류 선택: 루이보스티 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",포장 튼튼하고 배송 빠르고 맛도 진하고 좋아요~ 다른것도 주문해야 할꺼 같아요~~^^,1,
146,146,23.04.06.,5,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",생수를 못먹서 끓여서 먹었는데 찬물어도 울어나서 생수에 티백  넣어서 하루지나면 마시니 너무 편해요,1,
147,147,23.04.06.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",스타벅스보다  맛있다고 하네요,1,
148,148,23.04.06.,5,"삼각티백 종류 선택: 루이보스티 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",빠른배송과 꼼꼼한 포장,1,
149,149,23.04.06.,5,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 100티백
유통기한꽤 남았어요포장적당해요맛 만족도맛있어요",빠른배송과 꼼꼼한 포장,1,
150,150,23.04.06.,5,"삼각티백 종류 선택: 루이보스티 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",좋은 차 잘 마시겠습니다.,1,
151,151,23.04.05.,5,"삼각티백 종류 선택: 페퍼민트차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",계속 잘 마시고 있어요,1,
152,152,23.04.05.,5,"삼각티백 종류 선택: 유기농 캐모마일 티백 / 삼각티백 구성 선택: 25티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","맨날 커피만 먹다가
몸관리좀 해보려고 샀어요
잘마시겠습니다 !",1,
153,153,23.04.05.,5,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 50티백x1개
맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요",1.5리터에 티백3개씩 타서 신랑 주고있어요 시큼하다고 하는데 혈압에 좋아서 먹어요-!,0,
154,154,23.04.05.,5,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","넉넉하고 좋네요! 
냉침해서 마셔야겠어용",1,
155,155,23.04.05.,5,"삼각티백 종류 선택: 자스민차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",향도 맛있고 목넘김도좋아요,1,
156,156,23.04.05.,5,"삼각티백 종류 선택: 페퍼민트차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",포장뜯자마자 향이 퍼지는게 찐해요! 2번씩 우려마셔요!,1,
157,157,23.04.05.,5,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","잘먹고있어요
좋아요",1,
158,158,23.04.05.,5,"삼각티백 종류 선택: 페퍼민트차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",제품도 좋고 포장도 이뿌고 사은품도 감사해요,1,
159,159,23.04.05.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",다 맛있고 제품 포잣 좋아요,1,
160,160,23.03.31.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",캐모마일 향과 맛이 진하고 부드러워요.,1,
161,161,23.03.31.,5,"삼각티백 종류 선택: 석류 콤부차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",찬물에도 잘 우러나고 온수냉수 다 좋네요 새콤달콤합니다,1,
162,162,23.03.31.,5,"삼각티백 종류 선택: 호박팥차 1g 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",호박팥차 맛도있고 마시기 넘 좋아요,1,
163,163,23.03.31.,5,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","이번이 세번째 구매입니다
항상 잘마시고 있어요",1,
164,164,23.03.31.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",넉넉한 용량이라 좋아요,1,
165,165,23.03.31.,5,"삼각티백 종류 선택: 자스민차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요",차한잔의여유 넘좋아요,1,
166,166,23.03.31.,5,"삼각티백 종류 선택: 라벤더차 티백 / 삼각티백 구성 선택: 100티백
유통기한꽤 남았어요포장적당해요맛 만족도맛있어요","가성비 최고입니다, 향도좋습니다",1,
167,167,23.03.31.,5,"삼각티백 종류 선택: 우엉차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",포장도 꼼꼼하고 배송도 빠르고 너무좋네요 맛도 기대중입니다!!,1,
168,168,23.03.31.,5,"삼각티백 종류 선택: 로즈마리차 티백 / 삼각티백 구성 선택: 50티백x1개
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",배송 진짜 빠르네요 ㅎㅎㅎ  구매 넘  만족스럽네요 ㅎ 맛도 기대합니다,1,
169,169,23.03.30.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",양이 많고 티백이라 편해요,1,
170,170,23.03.30.,5,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",저녁에 따뜻하게 마시기 좋아요,1,
171,171,23.03.30.,5,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 100티백
유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요",잘 먹어볼게요! 굿요,1,
